#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-2.3680944167644848e-14  9.9999999999999156e-01  -2.2700935035829201e-01  1.7006569980824076e+00  -8.8066820451902450e-01  3.7970045801271315e+00  -4.5653697955926553e-01  -1.2970855195420006e+00  1.7433821748459521e-01  5.8107831792076503e-01  5.4187807055148612e-02  -8.4372815361326997e-05  
6.4622170314224910e-16  1.0000000000000007e+00  -2.5865879410947734e-01  2.2963484657096949e+00  -7.1662110108945720e-01  5.9418354245676852e+00  -2.1471335536455634e+00  5.4749745633361169e+00  1.9933160040239752e+00  -4.0025166557700711e+00  -4.1208650925771073e-01  7.5411489266949827e-01  
8.4739055399222985e-15  9.9999999999999811e-01  -2.6598437747049308e-01  2.1261147601423342e+00  -1.5259193487699216e+00  5.5274793432224545e+00  2.1608464781544203e+00  3.8305618105123571e+00  -4.3079005607586538e+00  -3.6659194703702234e+00  1.4876644458596613e+00  9.7779094269023270e-01  
2.5523086856034428e-15  9.9999999999999600e-01  -3.1548170534415942e-01  1.8845719759497530e+00  -7.6122773530089949e-01  4.2887768706544138e+00  -2.6554585668650912e+00  1.3874496861637167e+00  2.8478009857966171e+00  -1.3945340008820604e+00  -6.4231327444741981e-01  3.4928580755317462e-01  
1.2681249209567387e-15  9.9999999999999400e-01  -3.5542836579696568e-01  1.7580271226607533e+00  -8.1253561355983850e-01  3.6482565127406801e+00  -4.1190785555835934e+00  1.9531600716746964e+00  4.6716109273871007e+00  -2.4071999146306249e+00  -1.1522523499879149e+00  6.5425816079548282e-01  
-2.0262984996458673e-14  1.0000000000000131e+00  -2.9198512084908612e-01  2.0644520746125754e+00  -9.7483923215934531e-01  6.1836233597252441e+00  -8.9381474953575557e-01  -1.2565407514144794e-01  7.1373127395733005e-01  1.1871733616675564e-01  -1.0126241699741692e-01  1.0850892639420146e-02  
-2.8565676229380006e-15  1.0000000000000200e+00  -3.3270550068953075e-01  2.1635020182921005e+00  -9.4107812107192101e-01  4.8602193987327018e+00  -1.7772621241204700e+01  4.4246363035931779e+01  1.2924210976719902e+01  -4.0193617861388439e+01  -2.1786759605963577e+00  9.0185062535098091e+00  
1.0113390099481445e-14  1.0000000000000202e+00  -1.8299751820608728e-01  2.1279293016714873e+00  -1.1909150580986239e+00  5.9646850739699868e+00  6.1863647182840964e-01  7.6943713736245001e-01  -1.0947590942987446e+00  -6.1560280664871048e-01  3.2099309240762181e-01  1.6796990948003171e-01  
-1.0006937717409756e-15  1.0000000000000016e+00  -2.8439091736245414e-01  1.9105416471777898e+00  -1.4213983312016711e+00  4.9396004243179696e+00  3.5815960925809409e-01  -3.8894206201272652e-01  -1.0996795920488349e+00  -9.2401289124854541e-02  4.3696655610995777e-01  1.5694019668392678e-01  
-7.9397074950878857e-15  1.0000000000000007e+00  -2.4633436902717018e-01  1.8389396447587893e+00  -1.1793661642936966e+00  3.9305009017853649e+00  4.2781178376629612e+00  7.2006520132499654e+00  -9.4758268245638906e+00  -8.9271707872636092e+00  3.8966934963461579e+00  2.8936212639369607e+00  
-4.3244561032261823e-15  1.0000000000000013e+00  -2.5726961753332883e-01  1.8320767715577098e+00  -8.0527130861173712e-01  3.5608045479431056e+00  -2.1668921811838535e+00  1.4897808653767971e+01  -2.0504175876826394e-01  -1.5770748908504196e+01  7.4443461346987072e-01  4.1945754393176466e+00  
-3.3446720739739827e-15  9.9999999999999867e-01  -2.5428219487392706e-01  2.0348597871297325e+00  -1.4061075920973409e+00  5.5487413622603468e+00  4.3934039899603838e-01  2.4999073787339426e-01  -1.0443254471206544e+00  -3.7614862359022377e-01  3.5885076053575415e-01  1.5883215084466878e-01  
1.4943423042790693e-14  9.9999999999996259e-01  -2.1841082444366963e-01  1.6668608789748012e+00  -1.3664484622659996e+00  4.6240218887044380e+00  1.3723733945771133e+00  -3.2414285038208686e+00  -2.8923276040181625e+00  1.1689692498338027e+00  1.2151243343285578e+00  2.1971123948410939e-01  
-3.2488421228480464e-15  9.9999999999999933e-01  -2.7709025640568963e-01  2.0829914967229799e+00  -1.4733251335878843e+00  5.5675952522538541e+00  6.6873402958175276e-01  1.2921814830859322e+00  -1.5612700008464389e+00  -1.1966849061078166e+00  5.3918693605442258e-01  3.3109821732775641e-01  
-1.2131513516211929e-15  9.9999999999999889e-01  -3.3632710587082620e-01  2.1996462784603201e+00  -1.5804482857264406e+00  5.9159274900984604e+00  7.1247846815721799e-02  2.5573464105240662e+00  -9.2516670089832109e-01  -1.9440670392013912e+00  3.7243630375572079e-01  4.2258665801395467e-01  
-2.2569406507793029e-14  9.9999999999996969e-01  -3.2807606976888909e-01  1.9385307280604827e+00  -9.2234472761308794e-01  5.0822009961893801e+00  -1.5131107790607166e+00  -2.2567801007597016e-01  1.3891320413679606e+00  6.1700504963930605e-02  -2.4262509301298890e-01  4.0049110833414149e-02  
