#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-8.9843122894058550e-16  1.0000000000000038e+00  -2.6689867582596349e-01  1.9295053015392616e+00  -8.7763579072732623e-01  3.9579846336853928e+00  -1.9535166935884347e+00  1.4219825099378463e+01  -3.3080474665031645e-01  -1.4166713285605907e+01  6.8281637471037593e-01  3.5637156108445520e+00  
6.8542501868185836e-15  1.0000000000000093e+00  -2.0120976672887994e-01  1.9147554715292587e+00  -1.5195196417547727e+00  6.3487324535691796e+00  4.6433926275723625e-01  -1.2516783069441808e+00  -9.4374532040892012e-01  4.8951511159088246e-01  3.3082815294073536e-01  4.4575215812196006e-02  
7.6197843769906638e-15  9.9999999999998834e-01  -2.5837165939552953e-01  2.1303971701690125e+00  -8.1747825252787842e-01  5.5737865805117837e+00  -1.2074991386766758e+00  1.4591249957145453e+00  1.0859204731938070e+00  -9.7113319979429114e-01  -1.9876297541811724e-01  1.9097247367791281e-01  
-2.0979191990861775e-14  1.0000000000000320e+00  -2.1182297434005912e-01  1.6682732775317128e+00  -1.0635450408976810e+00  4.8202142345208481e+00  -8.8940023091586995e-02  -1.7506954412817874e+00  -3.7141326908345895e-01  7.4740234596476451e-01  2.3397134798507568e-01  1.8051728132852808e-02  
2.2450682561031403e-14  9.9999999999999933e-01  -2.3498598340765053e-01  1.9713978402368197e+00  -1.5125256464492527e+00  6.0552489244565049e+00  2.4737422082980792e-01  -8.9854125230319848e-01  -6.5586372649646418e-01  3.7535653106997841e-01  2.4057267140232516e-01  3.2868993199719670e-02  
-1.0778482105555526e-14  1.0000000000000266e+00  -3.6642727848229451e-01  2.0435542620122038e+00  -7.9372037055915856e-01  6.1899082075052512e+00  -1.8913446087131254e+00  -3.4913852306151974e-02  1.7510370160729511e+00  -4.8577310073639482e-02  -3.0879379800400031e-01  5.8329155948052755e-02  
-2.4395647261329518e-14  1.0000000000000295e+00  -3.1075057539421452e-01  2.0631988768400880e+00  -1.4246737259774527e+00  6.1533617199393138e+00  -5.2077654498115122e-01  -3.4445558825860612e-01  2.7725150385503716e-01  2.4411948346344298e-01  -2.7319554679166632e-03  -2.3981440100292232e-03  
1.4951626008333050e-14  1.0000000000000029e+00  -1.7236981884404207e-01  2.0972295673017003e+00  -1.0794630942833006e+00  5.0657579727572903e+00  2.6677339296695552e+00  6.3774224044527266e+00  -4.9953767851029660e+00  -5.9490383350429763e+00  1.6919227649188189e+00  1.4706530969158003e+00  
-8.9667701338801536e-14  1.0000000000000078e+00  -3.1365108701906097e-01  1.7456882897693324e+00  -1.7615490954356856e+00  6.2094747332493609e+00  -9.1761193502926969e-02  -2.4225893116960591e+00  -7.0192337344805866e-01  1.0643618650174766e+00  4.6475107001989940e-01  4.9546179429067208e-02  
6.9644480813527869e-15  1.0000000000001097e+00  -1.6695495246110884e-01  2.1785987260232633e+00  -1.5325140656707343e+00  5.6637367783722121e+00  8.3504289522015597e+01  8.4465360959975868e+01  -1.4428251801390090e+02  -9.5802572379068067e+01  5.0599741086453896e+01  2.8908733960297592e+01  
