#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-5.9301638451353272e-14  9.9999999999995837e-01  -1.7884466601861715e-01  1.9557908693166575e+00  -1.1064766823279650e+00  6.0187217730464537e+00  5.9832166903705589e-03  -6.0749274216167115e-01  -2.2961429200767230e-01  3.0176896664365810e-01  9.6929627030520132e-02  7.4006165694355495e-03  
2.4653571277245915e-15  1.0000000000000016e+00  -2.7998682926767310e-01  2.2515332640904520e+00  -1.2429718488846848e+00  6.2551195669638453e+00  -4.4179722837418967e-01  1.8179827475398036e+00  8.3166974856957024e-02  -1.1426689646065615e+00  4.4659367025618207e-02  2.1322459164986290e-01  
-6.4337805838312545e-15  1.0000000000000091e+00  -3.8209274493806650e-01  2.0507984495500868e+00  -1.6877424519905468e+00  5.4691148910981671e+00  -3.9467365585391045e-01  4.5967904251679581e-01  -1.8045741782955882e-01  -4.3949749467873406e-01  1.7489960257795228e-01  1.5099938919035505e-01  
-2.4210054667352684e-14  9.9999999999998401e-01  -1.3662895964033211e-01  1.9551215378872142e+00  -8.9205649788738772e-01  5.5297753963756957e+00  1.2707022657581341e-01  -5.5308380958190273e-01  -3.1742061686233980e-01  2.7395241338790838e-01  1.0468886062310900e-01  9.0588944535532623e-03  
-7.4452512491378877e-15  9.9999999999999634e-01  -2.6267277452714788e-01  1.8258222144945124e+00  -1.7661552616896290e+00  5.1228507651629185e+00  5.5952334681108615e+00  -3.1521186902850520e+00  -1.0872476241711434e+01  -5.3220991617100299e-01  4.4978153212993073e+00  1.3775731700443281e+00  
6.4939528228419647e-16  9.9999999999999689e-01  -3.0668470936317577e-01  1.6665289691245120e+00  -9.8562698519541792e-01  3.1399809074536860e+00  -2.9972679540452718e-01  5.1203887459461743e+00  -1.7778777269550257e+00  -6.4462805761350435e+00  1.1494700345209421e+00  2.0042518620082181e+00  
-3.3866327716523115e-14  9.9999999999996281e-01  -2.8762243297845730e-01  1.7778030134185077e+00  -9.9855639041397237e-01  5.0970971826909137e+00  -7.1378291926671666e-01  -1.0833763072775811e+00  4.3802610381327411e-01  5.1551379722614876e-01  -4.3251868904150351e-03  -5.0399020598731782e-03  
8.5456256174015245e-15  9.9999999999999334e-01  -3.1158552824721875e-01  1.6021162943646983e+00  -6.6734113400175343e-01  3.1427858865754743e+00  -3.4547013887710754e+00  -6.7663875500687154e-01  4.0799205245760843e+00  -4.3264092132843812e-01  -1.0169788513073885e+00  2.9412414468085835e-01  
-7.6369810905264624e-15  1.0000000000000024e+00  -2.1565942552993619e-01  1.7823160408023857e+00  -1.0647894730618728e+00  4.5776400429057382e+00  -3.9983195958846002e-02  -1.1982296938700423e+00  -3.3794869834455815e-01  5.2200708093359494e-01  1.7954205617367414e-01  1.5006276863652579e-02  
-7.0217160393902507e-15  1.0000000000000078e+00  -3.9550291204588056e-01  2.0909046359868770e+00  -1.0445406757478062e+00  5.5369612843489744e+00  -2.4346641512975635e+00  1.1379526412393988e+00  2.3526773245541248e+00  -8.2511132308070878e-01  -4.5842458441821460e-01  1.8127475052791192e-01  
1.9727112245130443e-14  1.0000000000000304e+00  -3.4450275396268160e-01  1.9926700523969985e+00  -6.3707489748113089e-01  5.6693943812385381e+00  -2.2887232208166277e+00  2.3091206656188225e-02  2.2732783279045341e+00  -1.8616536040985079e-01  -4.4242947819886497e-01  9.9300156671786433e-02  
-9.9148576337231900e-15  1.0000000000000100e+00  -3.3011655399215489e-01  1.7514696991892371e+00  -1.6389311692670896e+00  5.5050513226214122e+00  -2.5586050880895483e-01  -2.0743951356117609e+00  -4.4324483459923680e-01  9.2824373432344864e-01  3.6048128181132461e-01  3.5139843332202769e-02  
-2.2021801983146073e-14  9.9999999999993883e-01  -2.4479891911579577e-01  1.5641628118179167e+00  -1.5160672194486955e+00  5.1057436366446041e+00  1.0490137789661718e+00  -5.2842429774254702e+00  -2.9306203594967943e+00  2.2650492048743471e+00  1.5347950952191067e+00  2.2454736223605756e-01  
