#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-2.5999805299975817e-14  1.0000000000000435e+00  -2.5460926264613920e-01  2.1488207549664713e+00  -1.8330904085349120e+00  6.0657028683827043e+00  4.4815722628953827e+00  3.0307233526404342e+00  -8.0877922543231335e+00  -3.7699540066939878e+00  2.8013208616905740e+00  1.2870194797849202e+00  
-1.9235558647050249e-14  1.0000000000000229e+00  -1.5800088813559410e-01  1.8082038736405643e+00  -1.3060401497475160e+00  5.9870466395002451e+00  5.6323797659865893e-01  -1.5816193344177658e+00  -1.0770156094465269e+00  6.0885477784889919e-01  3.7927953492832611e-01  4.8041706706451033e-02  
2.7496546827852860e-15  1.0000000000000000e+00  -3.3699935855065738e-01  2.1991794977924304e+00  -9.5201039339510418e-01  6.0151842964942475e+00  -1.8627481679553390e+00  1.5829689235364084e+00  1.7428176057006617e+00  -1.0051405792525969e+00  -3.3050117364356812e-01  1.9020705256363035e-01  
9.2163158999416446e-16  1.0000000000000000e+00  -3.3051801822862475e-01  2.3065215432220860e+00  -9.0553928031205388e-01  5.8207273775232435e+00  -3.9907363464323775e+00  8.9987572191754204e+00  3.5590297215823905e+00  -6.9765520874015641e+00  -7.3803603707304866e-01  1.3616890257622845e+00  
2.0531563547360499e-14  1.0000000000000375e+00  -3.2705875342495561e-01  1.9194048358179123e+00  -9.8082470640016517e-01  4.7586014246921655e+00  -1.5228896165361889e+00  -1.5226326446680283e-01  1.4113826490418107e+00  7.2256129097448924e-03  -2.5144090040013684e-01  4.9060946390191068e-02  
3.6394352649888676e-14  9.9999999999992339e-01  -2.6533024735528893e-01  1.6330056343512782e+00  -1.4933447624150531e+00  5.1040236916937687e+00  3.8933200182682537e-01  -3.4092845545727410e+00  -1.5336752165572489e+00  1.4519154156296707e+00  8.2071464226886570e-01  1.0586037527458182e-01  
-4.0571544078988677e-16  9.9999999999999822e-01  -2.8095114343763761e-01  2.0510625857420028e+00  -8.4343576727514147e-01  4.8730279730826735e+00  -1.7457332282037961e+00  3.3452230008173354e+00  1.5861311923036818e+00  -2.6984324405785949e+00  -3.1147179474071585e-01  5.6335654206835262e-01  
-1.4662575418893635e-13  9.9999999999990197e-01  -3.0096984885210165e-01  1.4966312102021955e+00  -1.6347286269157175e+00  5.6350289196626306e+00  4.9109877407229503e-02  -6.4989248017328984e+00  -1.9167207689659200e+00  3.0940490874678770e+00  1.4889012011280616e+00  1.7492869357194715e-01  
-2.9634615013490796e-16  9.9999999999999889e-01  -2.0871278468916210e-01  2.1135725096609348e+00  -1.0800968215839235e+00  5.7520529876927702e+00  1.9864534819874970e-02  7.1150269718481152e-01  -3.3557199001760618e-01  -4.8474080882983206e-01  1.2903917282073668e-01  1.2059153820285684e-01  
2.7858394863939030e-15  9.9999999999999667e-01  -2.5397039491622125e-01  1.8434635785214708e+00  -1.0447286186539033e+00  4.0871112312018489e+00  2.6207385100768965e-01  1.7855370771725956e+00  -1.2637937827184467e+00  -2.0241982567008496e+00  5.5632260575666914e-01  5.8306059396180254e-01  
1.5590045971698540e-14  1.0000000000000011e+00  -2.2815733631547819e-01  2.1739332344036693e+00  -6.7962769901825326e-01  6.3259384639862386e+00  -9.0177350864583183e-01  2.8553434130217381e-01  7.8182562360318641e-01  -8.5403664219383835e-02  -1.2739996733112388e-01  3.3560074460759294e-02  
-3.3773931372858846e-14  1.0000000000000016e+00  -1.6733819173544390e-01  2.0823626647632021e+00  -1.4406092458687052e+00  5.7674278171692244e+00  3.1468776658480451e+00  1.7727871852312771e+00  -5.1660945301038455e+00  -2.2062262345272745e+00  1.6465629205811807e+00  7.2527687887392989e-01  
-4.7493495527706718e-15  1.0000000000000031e+00  -3.8878926537042807e-01  1.9496705736902131e+00  -1.7601978975417099e+00  4.8018852970341195e+00  1.8394968289632683e+00  2.2488994011398180e+00  -4.8018461400429011e+00  -3.0668223656473410e+00  2.0282388731239975e+00  1.1339006370181317e+00  
-4.6226645758781324e-15  9.9999999999999467e-01  -1.6658197229617130e-01  2.0387803005806644e+00  -7.7427689161747770e-01  4.8138375357480481e+00  3.4874216579118450e-01  3.6609040979430354e+00  -1.0640495758618596e+00  -3.1168735478271405e+00  3.9207181149004228e-01  6.9531427183869288e-01  
2.2121994438173039e-15  9.9999999999996048e-01  -3.1362045473905120e-01  1.9764535449676663e+00  -8.0361319353994343e-01  6.1043004410467079e+00  -1.2319344305720228e+00  -3.1359011709018014e-01  1.0684441243624003e+00  1.4848025647354801e-01  -1.7054024809739074e-01  2.1114588368855342e-02  
6.3398953360453176e-15  9.9999999999999256e-01  -1.4573650689604536e-01  2.0396857456978199e+00  -1.0952521159709556e+00  6.3213180384048355e+00  1.8611865333273631e-01  -4.5064361859860613e-01  -3.7296937102700978e-01  2.3489413108489132e-01  1.1231208545675345e-01  1.1517399724380515e-02  
6.2032192861162820e-13  1.0000000000003451e+00  -3.5657209944229712e-01  1.6676084820068919e+00  -8.2672085172594800e-01  6.1267282126739522e+00  -1.5707309169296062e+00  -1.5355854492559171e+00  1.3610513708541023e+00  6.5704988558569200e-01  -1.8262511222311956e-01  1.0592982323351628e-02  
