#q1           q2            q3            q4            q5            q6            q7            q8            q9            q10           q11           q12           q13           q14           q15           q16           q17           q18           q19           q20           lamb1         lamb2         lamb3         lamb4         
-9.9263908479484313e-15  9.9999999999999989e-01  2.1508216176627983e-02  2.2349523540382603e+00  1.1982490965946023e-01  6.9123275141637368e+00  6.2528847250122754e-01  2.6137448575378329e+01  3.3990786806116313e+00  1.1423786097530365e+02  1.9584151512469155e+01  5.5904394001294452e+02  1.1968689869160005e+02  3.0012105780208385e+03  7.7338450224498047e+02  1.7425679683410261e+04  5.2626042778411766e+03  1.0829007445582912e+05  3.7561978822685065e+04  7.1452782231689186e+05  2.5100483201751407e-02  5.3371983174409547e-02  -1.1234589890804916e-02  1.0000000000000001e-01  
9.7549225950023546e-15  1.0000000000000000e+00  -3.8291232533752120e-02  2.2364039871048846e+00  -2.1341186862575789e-01  6.9253800114834947e+00  -1.1143122343228007e+00  2.6233063238101565e+01  -6.0619681672530019e+00  1.1491327668020878e+02  -3.4958138292016187e+01  5.6385923350718974e+02  -2.1386600833865680e+02  3.0364168136844632e+03  -1.3835629374913740e+03  1.7691218533048232e+04  -9.4268355985197559e+03  1.1035999355496543e+05  -6.7379242026224281e+04  7.3120512865125854e+05  -4.4674886964871478e-02  5.3867774519421242e-02  1.9997126659461326e-02  1.0000000000000001e-01  
-9.8258939619977966e-15  1.0000000000000002e+00  4.2344535185982843e-02  2.2368767216798200e+00  2.3603372191982253e-01  6.9296322357003737e+00  1.2326659282349233e+00  2.6264227622419391e+01  6.7074618707967746e+00  1.1513354965887204e+02  3.8691901827334398e+01  5.6543071662470527e+02  2.3678837856297852e+02  3.0479153205077496e+03  1.5324373401468335e+03  1.7778018684181789e+04  1.0445571140340830e+04  1.1103724509543054e+05  7.4694936164264174e+04  7.3666721654507844e+05  4.9399722709447098e-02  5.4029171744294363e-02  -2.2112512261284009e-02  1.0000000000000001e-01  
-9.3749592433617218e-15  1.0000000000000000e+00  1.0493331840423606e-02  2.2344424953813333e+00  5.8451291349341350e-02  6.9077448152845733e+00  3.0495643815448670e-01  2.6103895183437807e+01  1.6573110450035724e+00  1.1400098458207431e+02  9.5457496579435261e+00  5.5735633739044147e+02  5.8316710248723709e+01  2.9888816654903571e+03  3.7667166573361646e+02  1.7332771435566072e+04  2.5619482404440846e+03  1.0756652900735730e+05  1.8276888347172371e+04  7.0870422285539901e+05  1.2247036099675359e-02  5.3197779033323955e-02  -5.4814562786187522e-03  1.0000000000000001e-01  
-9.6583729161338080e-15  1.0000000000000002e+00  1.7055240842638042e-02  2.2347039698820628e+00  9.5010228869918181e-02  6.9100948806170184e+00  4.9574691666808052e-01  2.6121100699702279e+01  2.6945422970342410e+00  1.1412244085500473e+02  1.5522496137251945e+01  5.5822156412888785e+02  9.4847531271039472e+01  2.9952020154001975e+03  6.1275624583768672e+02  1.7380395072587522e+04  4.1686616397522484e+03  1.0793736477419817e+05  2.9746734198250946e+04  7.1168857855354156e+05  1.9904670083169883e-02  5.3287121742733728e-02  -8.9089221400789047e-03  1.0000000000000001e-01  
-9.9100756975065080e-15  1.0000000000000000e+00  2.1925578099337310e-02  2.2349785742954005e+00  1.2215098102195612e-01  6.9125632109380071e+00  6.3743349333350940e-01  2.6139174523481316e+01  3.4651462216082165e+00  1.1425004763038892e+02  1.9965131669465084e+01  5.5913077921455636e+02  1.2201752146880247e+02  3.0018451252873638e+03  7.8846105331198669e+02  1.7430462647317367e+04  5.3653204072889002e+03  1.0832733264970632e+05  3.8296095816111047e+04  7.1482778670139005e+05  2.5587431339783282e-02  5.3380940948038906e-02  -1.1452554193176664e-02  1.0000000000000001e-01  
9.4493805006352646e-15  9.9999999999999989e-01  -3.6371873288078692e-02  2.2361967124852167e+00  -2.0270277515784371e-01  6.9235158322280634e+00  -1.0583068893031153e+00  2.6219403092136933e+01  -5.7566769254040304e+00  1.1481674551083374e+02  -3.3193320416632602e+01  5.6317072203213331e+02  -2.0303913151433082e+02  3.0313803627147131e+03  -1.3133014452980858e+03  1.7653210730718270e+04  -8.9464628347172365e+03  1.1006353805225820e+05  -6.3932883169887231e+04  7.2881503909947374e+05  -4.2437129472787043e-02  5.3796999084212462e-02  1.8995292929343318e-02  1.0000000000000001e-01  
9.2761332698419483e-15  1.0000000000000000e+00  -3.3182942656705357e-02  2.2358758946038160e+00  -1.8491405302705913e-01  6.9206307669343428e+00  -9.6530709155555749e-01  2.6198265025117095e+01  -5.2499324191070826e+00  1.1466739482011951e+02  -3.0265381708799563e+01  5.6210567357630680e+02  -1.8508680320154153e+02  3.0235911982836938e+03  -1.1968724753844219e+03  1.7594443218941346e+04  -8.1509980854549613e+03  1.0960527684595404e+05  -5.8230234017543466e+04  7.2512145485203061e+05  -3.8718660514179375e-02  5.3687442161714789e-02  1.7330612525624314e-02  1.0000000000000001e-01  
-9.6650874724289365e-15  1.0000000000000002e+00  8.1312737208735272e-03  2.2343788628455985e+00  4.5293047594185794e-02  6.9071729385560268e+00  2.3630018066592931e-01  2.6099708651456950e+01  1.2841506290495821e+00  1.1397143418561306e+02  7.3961347501749390e+00  5.5714585149975187e+02  4.5182260283755383e+01  2.9873442991139609e+03  2.9182033094946257e+02  1.7321189106609258e+04  1.9847153653436358e+03  1.0747635399102072e+05  1.4158041286836366e+04  7.0797865013136924e+05  9.4903264573637982e-03  5.3176035174459978e-02  -4.2476119819082527e-03  1.0000000000000001e-01  
-9.5751038302030100e-15  1.0000000000000000e+00  1.1045057638302372e-02  2.2344596838703361e+00  6.1524880742391617e-02  6.9078992936651700e+00  3.2099443131615890e-01  2.6105026094868457e+01  1.7444863670710891e+00  1.1400896725376732e+02  1.0047967772325505e+01  5.5741319917064300e+02  6.1385608861324855e+01  2.9892969913408001e+03  3.9649940383253369e+02  1.7335900562085320e+04  2.6968488854845123e+03  1.0759089199495094e+05  1.9239589524253839e+04  7.0890026241706195e+05  1.2890929465196680e-02  5.3203652415096003e-02  -5.7696508401764764e-03  1.0000000000000001e-01  
-9.8710597835534791e-15  1.0000000000000000e+00  7.8890891962597534e-03  2.2343732508070717e+00  4.3943955527318314e-02  6.9071225028627374e+00  2.2926125736671973e-01  2.6099339433886804e+01  1.2458946577320509e+00  1.1396882813992602e+02  7.1757724005195858e+00  5.5712728923399322e+02  4.3835911739733262e+01  2.9872087260926910e+03  2.8312333520815014e+02  1.7320167747687505e+04  1.9255560830724130e+03  1.0746840239917107e+05  1.3735951108201445e+04  7.0791467178980273e+05  9.2076727726316063e-03  5.3174117460207261e-02  -4.1211028170491286e-03  1.0000000000000001e-01  
-9.4331136970463061e-15  1.0000000000000000e+00  1.0800227938923653e-02  2.2344519477545335e+00  6.0160962297158033e-02  6.9078297666208321e+00  3.1387746188114168e-01  2.6104517097316055e+01  1.7058014328987736e+00  1.1400537442409450e+02  9.8251013995614915e+00  5.5738760681421195e+02  6.0023727794345064e+01  2.9891100607244157e+03  3.8770037284191574e+02  1.7334492193180744e+04  2.6369827446802010e+03  1.0757992656043019e+05  1.8812356509190809e+04  7.0881202735726850e+05  1.2605200916910086e-02  5.3201008955398310e-02  -5.6417640308303379e-03  1.0000000000000001e-01  
-9.7911851360770639e-15  1.0000000000000000e+00  6.8805574454280311e-03  2.2343517050527097e+00  3.8325981387443815e-02  6.9069288710231787e+00  1.9994982120269422e-01  2.6097921949942751e+01  1.0865928192362244e+00  1.1395882320672726e+02  6.2581842965169248e+00  5.5705602707892183e+02  3.8229887440184946e+01  2.9866882551425988e+03  2.4691136191674511e+02  1.7316246752134975e+04  1.6792417095868077e+03  1.0743787665217982e+05  1.1978616063026859e+04  7.0766906577761832e+05  8.0306060528328727e-03  5.3166754926806864e-02  -3.5942763436719429e-03  1.0000000000000001e-01  
9.6611052532376301e-15  1.0000000000000002e+00  -1.3602787533728929e-02  2.2345508711609767e+00  -7.5774276878193284e-02  6.9087188398864425e+00  -3.9535255287067794e-01  2.6111026026008727e+01  -2.1486967362526630e+00  1.1405131988423402e+02  -1.2376857188028815e+01  5.5771489502476106e+02  -7.5618339779410434e+01  2.9915007132421429e+03  -4.8846687877582650e+02  1.7352504531416093e+04  -3.3226500193362790e+03  1.0772017524184659e+05  -2.3706225846495658e+04  7.0994061411896080e+05  -1.5875851338652516e-02  5.3234810849912509e-02  7.1056554507185794e-03  1.0000000000000001e-01  
-9.1078145450523125e-15  1.0000000000000000e+00  6.1277247422109417e-02  2.2397141763004607e+00  3.4183824057953754e-01  6.9551713730959701e+00  1.7872684127563132e+00  2.6451559683506254e+01  9.7395388533086464e+00  1.1645897307509961e+02  5.6281072975845071e+01  5.7489773078040946e+02  3.4512915269647272e+02  3.1172770133960285e+03  2.2386794450129451e+03  1.8302384716931589e+04  1.5297888040387461e+04  1.1513510665332370e+05  1.0969246629928306e+05  7.6977373269334086e+05  7.1450383223726530e-02  5.4997286355844097e-02  -3.1987094064193866e-02  1.0000000000000001e-01  
9.9113544689784389e-15  1.0000000000000002e+00  -1.2518401193465360e-02  2.2345099000807140e+00  -6.9732906641761211e-02  6.9083506085139836e+00  -3.6382564925709843e-01  2.6108330154882076e+01  -1.9773096292636410e+00  1.1403228983357320e+02  -1.1389348536846748e+01  5.5757933343073989e+02  -6.9582955490336303e+01  2.9905104905262374e+03  -4.4946561367386619e+02  1.7345043519452160e+04  -3.0572435894370178e+03  1.0766208025243205e+05  -2.1811749798284916e+04  7.0947310716679820e+05  -1.4610368884515553e-02  5.3220811287221205e-02  6.5392431206379182e-03  1.0000000000000001e-01  
-9.8769984310971545e-15  9.9999999999999989e-01  7.4212962036971485e-03  2.2343628912352327e+00  4.1338126103995766e-02  6.9070294011187592e+00  2.1566540636200471e-01  2.6098657879645984e+01  1.1720032420808395e+00  1.1396401755417129e+02  6.7501488450683507e+00  5.5709302472990112e+02  4.1235523070773866e+01  2.9869584704099434e+03  2.6632595429619323e+02  1.7318282423805951e+04  1.8112982799054846e+03  1.0745372468977838e+05  1.2920762633195362e+04  7.0779657623956900e+05  8.6617089588981264e-03  5.3170577434388445e-02  -3.8767424801296356e-03  1.0000000000000001e-01  
-9.6388643300829264e-15  1.0000000000000002e+00  7.7634143778765683e-03  2.2343704054681646e+00  4.3243884786574205e-02  6.9070969316896491e+00  2.2560863859428110e-01  2.6099152238953735e+01  1.2260431040144926e+00  1.1396750686671861e+02  7.0614242219380321e+00  5.5711787813629951e+02  4.3137284654777098e+01  2.9871399905932531e+03  2.7861046616717931e+02  1.7319649920834156e+04  1.8948586924920517e+03  1.0746437097520541e+05  1.3516933791251851e+04  7.0788223518127238e+05  9.0609972921638932e-03  5.3173145165311221e-02  -4.0554543477754204e-03  1.0000000000000001e-01  
-9.4782862258041975e-15  1.0000000000000000e+00  3.5248049409423755e-02  2.2360802952096788e+00  1.9643323120907397e-01  6.9224688682920599e+00  1.0255254496683539e+00  2.6211731883156947e+01  5.5780261336611723e+00  1.1476254130622348e+02  3.2160888459041644e+01  5.6278415336604735e+02  1.9670748955220026e+02  3.0285529856153566e+03  1.2722276999113578e+03  1.7631876865757135e+04  8.6657627119575154e+03  1.0989716296797426e+05  6.1919962309679839e+04  7.2747391317390092e+05  4.1126762757631941e-02  5.3757245038375964e-02  -1.8408660840471002e-02  1.0000000000000001e-01  
9.6352948262715913e-15  1.0000000000000002e+00  -5.5325653286568056e-02  2.2387104875451218e+00  -3.0855035422884752e-01  6.9461342426049768e+00  -1.6125722542031433e+00  2.6385240747793031e+01  -8.7830036908309115e+00  1.1598948645231759e+02  -5.0722161362809523e+01  5.7154218489568893e+02  -3.1081829799280700e+02  3.0926740766542412e+03  -2.0145037586293874e+03  1.8116239426714437e+04  -1.3753810208154993e+04  1.1367912445727328e+05  -9.8525812026412867e+04  7.5799976714274776e+05  -6.4522369871555518e-02  5.4654959205672080e-02  2.8884210395398159e-02  1.0000000000000001e-01  
-9.7882326287161159e-15  1.0000000000000002e+00  1.9397030093644314e-02  2.2348274424912398e+00  1.0805945302582641e-01  6.9112047034534525e+00  5.6386368331689296e-01  2.6129226830194341e+01  3.0649744112991764e+00  1.1417981118411515e+02  1.7657804756651892e+01  5.5863031328232398e+02  1.0790452379638434e+02  2.9981883280997768e+03  6.9717962961972432e+02  1.7402900702527393e+04  4.7435282664193819e+03  1.0811264444010329e+05  3.3852940489793575e+04  7.1309945291627373e+05  2.2637199788300137e-02  5.3329307679830330e-02  -1.0132003941923215e-02  1.0000000000000001e-01  
9.9755445106270272e-15  1.0000000000000002e+00  -1.5270146926982179e-02  2.2346205049559429e+00  -8.5063955071172800e-02  6.9093446934904614e+00  -4.4383398978190203e-01  2.6115608112381722e+01  -2.4122748269898073e+00  1.1408366575393826e+02  -1.3895712679472542e+01  5.5794532165410544e+02  -8.4902266985705026e+01  2.9931839616250145e+03  -5.4846852636225333e+02  1.7365187895467188e+04  -3.7310255085551180e+03  1.0781893926469747e+05  -2.6621684189291089e+04  7.1073544259762170e+05  -1.7821607509993731e-02  5.3258603768851463e-02  7.9765554269329002e-03  1.0000000000000001e-01  
9.8269819631653673e-15  9.9999999999999989e-01  -3.3428233277108844e-02  2.2358995274335758e+00  -1.8628218302839336e-01  6.9208432810500522e+00  -9.7245843791527853e-01  2.6199821939517591e+01  -5.2888904433225159e+00  1.1467839417334555e+02  -3.0490418072711353e+01  5.6218410379141574e+02  -1.8646616026748430e+02  3.0241647243383804e+03  -1.2058151179312924e+03  1.7598769774646527e+04  -8.2120725279371272e+03  1.0963900989416704e+05  -5.8667892026688045e+04  7.2539330091145914e+05  -3.9004705495751774e-02  5.3695513066412966e-02  1.7458666268869182e-02  1.0000000000000001e-01  
-9.5741385396512604e-15  1.0000000000000002e+00  2.7091360400387957e-02  2.2353448235845184e+00  1.5094587880011592e-01  6.9158557167269796e+00  7.8781371842137060e-01  2.6163287111101099e+01  4.2834381383471261e+00  1.1442032341648768e+02  2.4685495456456966e+01  5.6034429343069917e+02  1.5090579178109672e+02  3.0107138568878186e+03  9.7542154944544814e+02  1.7497323279293407e+04  6.6397190153421552e+03  1.0884826097519696e+05  4.7409277404974731e+04  7.1902262567510642e+05  3.1613879402381417e-02  5.3506055145053528e-02  -1.4150141187516110e-02  1.0000000000000001e-01  
-9.6495334950201079e-15  1.0000000000000002e+00  1.3522058367611835e-02  2.2345477037967685e+00  7.5324508540533838e-02  6.9086903726987927e+00  3.9300538117932665e-01  2.6110817611923675e+01  2.1359366205590322e+00  1.1404984868014613e+02  1.2303332552520216e+01  5.5770441468181195e+02  7.5168958676983181e+01  2.9914241574038806e+03  4.8556279777413914e+02  1.7351927697905237e+04  3.3028865245002376e+03  1.0771568365902781e+05  2.3565145763587956e+04  7.0990446835238801e+05  1.5781641111248537e-02  5.3233728589299208e-02  -7.0634881527682969e-03  1.0000000000000001e-01  
