#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
7.6732153931896097e-15  9.9999999999999734e-01  -2.2900723865681089e-01  2.1466550878601351e+00  -1.0704292219728697e+00  5.4849479776775709e+00  1.0660195593163703e-01  2.8926851646410112e+00  -7.3978143154498888e-01  -2.2190573589457410e+00  2.8543420339771519e-01  4.6455233683981512e-01  
-1.4069511473933161e-14  1.0000000000000548e+00  -1.5644049338647020e-01  2.2135291048574852e+00  -9.4574459818883150e-01  5.1581838690673356e+00  7.3426011930261703e+00  3.4503648986846997e+01  -1.5729263629199540e+01  -3.1567916463955797e+01  5.6384332968005406e+00  7.4567335858963233e+00  
-3.0357027732851145e-15  9.9999999999998013e-01  -2.4870852786041367e-01  1.9495825818609995e+00  -1.0092671251195018e+00  4.8907774455641304e+00  -5.5972438850665285e-01  -1.2108030519860907e-01  3.4633341321874256e-01  2.1563603677723323e-02  -2.1003288033095677e-02  4.1793596857012491e-02  
-2.9965993068121582e-15  1.0000000000000036e+00  -1.4513744490957137e-01  2.0307958307164040e+00  -6.9690113494360928e-01  4.4381503126779815e+00  1.3921338572243882e+00  1.0836101369503332e+01  -3.4549666378727020e+00  -1.0205991047292013e+01  1.3098601665915250e+00  2.4519529166820497e+00  
-1.1865614861185011e-14  1.0000000000000309e+00  -3.9690541485383052e-01  2.3788167332213583e+00  -7.6396298735958634e-01  6.3097156179220777e+00  -1.1546209454154779e+01  1.4503344288415997e+01  1.1295664959489743e+01  -1.1568850465193739e+01  -2.5492485734614041e+00  2.2659839439864262e+00  
-9.6126532102471355e-16  9.9999999999999589e-01  -1.6311671025089119e-01  1.6041985153554532e+00  -7.8502546365913550e-01  3.2726153238194522e+00  1.2003041222581330e+00  -1.1625693882576402e+00  -2.4992038951134319e+00  -1.9662445783658930e-01  9.8537783131402090e-01  3.6828776610453740e-01  
3.5744527055765799e-15  1.0000000000000084e+00  -2.3877828958263672e-01  2.1828013051688542e+00  -1.2827462350860905e+00  5.6662918178611825e+00  9.6995536288515449e-01  3.8040248714745775e+00  -2.1518097830463905e+00  -3.1060594323469539e+00  7.2007005431185145e-01  6.9382566012149760e-01  
2.4833051401156494e-13  1.0000000000001017e+00  -3.1856637011002648e-01  2.2646027718114610e+00  -1.7163239691923780e+00  5.6333023553600530e+00  5.4768392976844581e+01  2.0012655176128033e+02  -1.4675600109739739e+02  -1.8992823338464351e+02  5.7792749732522715e+01  4.9612572819660635e+01  
2.6155176949905597e-15  9.9999999999999856e-01  -2.9028479232510229e-01  2.2903720249384816e+00  -9.2527371082475451e-01  6.0779235933509757e+00  -1.6254563147933716e+00  3.8760942511633685e+00  1.3824155933883544e+00  -2.6780001097032207e+00  -2.5503081220538665e-01  4.8827787705108117e-01  
1.0770017177338356e-14  9.9999999999995703e-01  -3.7797495085730165e-01  1.8906958537371175e+00  -1.3390372810625748e+00  3.9531348368572359e+00  -1.8505594439618855e-01  1.1737445395826404e+01  -4.1346583495630753e+00  -1.2433420446037815e+01  2.2880380272503653e+00  3.4650485321958313e+00  
