#q1           q2            q3            q4            q5            q6            q7            q8            q9            q10           q11           q12           q13           q14           q15           q16           q17           q18           q19           q20           lamb1         lamb2         lamb3         lamb4         
9.2633075842535276e-15  1.0000000000000007e+00  2.0542858708405909e-14  5.0000000000000011e-01  4.5498627806022590e-14  7.1698319622918760e-01  1.0073609233304636e-13  1.2500000000000002e+00  2.2338456728821031e-13  2.5094411868021567e+00  4.9546331817995118e-13  5.6250000000000000e+00  1.0980538402774436e-12  1.3801926527411862e+01  2.4298397617406954e-12  3.6562500000000007e+01  5.3953155421085127e-12  1.0351444895558907e+02  1.1939813808376766e-11  3.1078125000000000e+02  -7.3021782535520102e-14  1.3010149947448958e-25  1.6932349977505855e-14  5.0000000000000000e-01  
-9.3964557425487516e-15  1.0000000000000007e+00  -2.0847197355937846e-14  4.9999999999999989e-01  -4.6183389762969456e-14  7.1698319622918749e-01  -1.0225778557070607e-13  1.2500000000000000e+00  -2.2673229241106166e-13  2.5094411868021558e+00  -5.0276744572071775e-13  5.6250000000000000e+00  -1.1150968045392323e-12  1.3801926527411855e+01  -2.4687951086247838e-12  3.6562500000000000e+01  -5.4732262358766895e-12  1.0351444895558902e+02  -1.2134590542797207e-11  3.1078124999999994e+02  7.4299062361523027e-14  1.4032117851154062e-25  -1.7214770595785898e-14  5.0000000000000000e-01  
9.6247097281977070e-15  1.0000000000000004e+00  2.1303705327235754e-14  4.9999999999999989e-01  4.7324659691214145e-14  7.1698319622918749e-01  1.0469249475096072e-13  1.2500000000000002e+00  2.3221038806662907e-13  2.5094411868021553e+00  5.1494099162192863e-13  5.6250000000000009e+00  1.1418786055214699e-12  1.3801926527411858e+01  2.5272281289459186e-12  3.6562499999999993e+01  5.6095699499277221e-12  1.0351444895558903e+02  1.2426755644055351e-11  3.1078124999999994e+02  -7.6297378492011429e-14  1.7024758109474979e-25  1.7697415084797664e-14  5.0000000000000000e-01  
-9.9480695412004018e-15  1.0000000000000007e+00  -2.2064551946065609e-14  5.0000000000000022e-01  -4.8846352928873778e-14  7.1698319622918771e-01  -1.0834455852134322e-13  1.2500000000000002e+00  -2.3981885425492006e-13  2.5094411868021567e+00  -5.3137527858858799e-13  5.6250000000000018e+00  -1.1783992432247301e-12  1.3801926527411860e+01  -2.6148776594301204e-12  3.6562500000000007e+01  -5.7848690108628448e-12  1.0351444895558905e+02  -1.2835786785961379e-11  3.1078125000000000e+02  7.8683638425476434e-14  1.6728706691437532e-25  -1.8223984878551152e-14  5.0000000000000000e-01  
-9.1682017568997931e-15  1.0000000000000009e+00  -2.0314604722756960e-14  5.0000000000000000e-01  -4.5042119834724761e-14  7.1698319622918749e-01  -9.9823076390451374e-14  1.2500000000000000e+00  -2.2125419675549423e-13  2.5094411868021567e+00  -4.9059389981950525e-13  5.6250000000000000e+00  -1.0883150035569947e-12  1.3801926527411858e+01  -2.4103620883035812e-12  3.6562500000000000e+01  -5.3368825218251100e-12  1.0351444895558905e+02  -1.1842425441539067e-11  3.1078125000000000e+02  7.2543306252132400e-14  1.4095188508886317e-25  -1.6812185007264911e-14  5.0000000000000000e-01  
-9.3203710806657665e-15  1.0000000000000007e+00  -2.0618943370288894e-14  5.0000000000000011e-01  -4.5726881791671545e-14  7.1698319622918760e-01  -1.0134476962811024e-13  1.2500000000000002e+00  -2.2490626052587002e-13  2.5094411868021567e+00  -4.9850670465527068e-13  5.6250000000000009e+00  -1.1041406132280824e-12  1.3801926527411862e+01  -2.4493174351827400e-12  3.6562500000000007e+01  -5.4245320522715790e-12  1.0351444895558906e+02  -1.2017724502144943e-11  3.1078125000000000e+02  7.3928405592343572e-14  1.4418754278610698e-25  -1.7150498839845973e-14  5.0000000000000000e-01  
-8.6926726201311343e-15  1.0000000000000004e+00  -1.9249419456395168e-14  5.0000000000000011e-01  -4.2683495316352297e-14  7.1698319622918771e-01  -9.4649319382409230e-14  1.2500000000000004e+00  -2.0968932814928814e-13  2.5094411868021571e+00  -4.6502945342688929e-13  5.6250000000000009e+00  -1.0298819832314350e-12  1.3801926527411856e+01  -2.2837572109353604e-12  3.6562500000000007e+01  -5.0641950936803140e-12  1.0351444895558906e+02  -1.1219139891770555e-11  3.1078125000000000e+02  6.8870358623524532e-14  1.3035102090183403e-25  -1.5962039882218253e-14  5.0000000000000000e-01  
7.1519582170006695e-15  1.0000000000000007e+00  1.5863652002602342e-14  5.0000000000000011e-01  3.5151113789937179e-14  7.1698319622918760e-01  7.7758524444390720e-14  1.2500000000000002e+00  1.7225567450289716e-13  2.5094411868021567e+00  3.8224934129853160e-13  5.6250000000000000e+00  8.4849614930527195e-13  1.3801926527411856e+01  1.8795954870377268e-12  3.6562500000000007e+01  4.1584832788410925e-12  1.0351444895558906e+02  9.2324172025534092e-12  3.1078125000000006e+02  -5.6735724301565235e-14  8.1275107803205524e-26  1.3175578396290531e-14  5.0000000000000000e-01  
8.9970112676630733e-15  1.0000000000000007e+00  1.9934181413342022e-14  4.9999999999999989e-01  4.4205188554011899e-14  7.1698319622918727e-01  9.7997044505259693e-14  1.2499999999999998e+00  2.1729779433757890e-13  2.5094411868021553e+00  4.8146374039354684e-13  5.6249999999999991e+00  1.0676199755248223e-12  1.3801926527411851e+01  2.3665373230589809e-12  3.6562499999999993e+01  5.2394941546148858e-12  1.0351444895558902e+02  1.1628171033676575e-11  3.1078124999999989e+02  -7.0988450920101546e-14  1.2845904111224972e-25  1.6444828673930967e-14  5.0000000000000000e-01  
7.0758735551176804e-15  1.0000000000000007e+00  1.5673440347894870e-14  5.0000000000000000e-01  3.4770690480522234e-14  7.1698319622918716e-01  7.6997677825560818e-14  1.2500000000000000e+00  1.7073398126523738e-13  2.5094411868021558e+00  3.7859727752814811e-13  5.6249999999999991e+00  8.3997466717437732e-13  1.3801926527411855e+01  1.8601178135956814e-12  3.6562500000000000e+01  4.1195279319570017e-12  1.0351444895558900e+02  9.1350288353431833e-12  3.1078124999999994e+02  -5.6151527662793014e-14  8.9922053255716533e-26  1.3041249738802479e-14  5.0000000000000000e-01  
