#q1           q2            q3            q4            q5            q6            q7            q8            q9            q10           q11           q12           q13           q14           q15           q16           q17           q18           q19           q20           lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         lamb7         lamb8         
6.3646260586109001e-16  1.0000000000000011e+00  -2.5822474859574038e+00  1.1756292949015011e+01  -5.0688278310966673e+01  2.3168832802115028e+02  -1.0760305878539623e+03  5.0941997164190752e+03  -2.4462886545441532e+04  1.1899894514346340e+05  -5.8549178552220413e+05  2.9107515632697842e+06  -1.4609220205136675e+07  7.3975691611572623e+07  -3.7769281970215803e+08  1.9433919808514500e+09  -1.0073174940481850e+10  5.2576497892986481e+10  -2.7624201315643530e+11  1.4605937843579065e+12  -1.0741551079632001e+00  1.2449896484607414e+00  5.7486036553902964e-01  6.3557442539392342e-02  1.4526582414325990e-04  8.4465805958743461e-06  5.4370368871703815e-08  7.5300366552545265e-12 
3.9891032848811618e-13  9.9999999999999989e-01  1.4336588004292346e-13  2.6924759299999987e+00  -5.9706406035799848e-12  1.1371734899999995e+01  -6.5231567174445913e-11  6.4678644909999974e+01  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000 -4.7136000177871997e-11  3.1939931072842032e-01  2.8645059140631257e-11  5.5333378803821422e-02  -3.7067499445981840e-12  -4.4650462293150377e-03  1.2106775364951889e-13  1.3512603085047423e-04
-2.6221760744258697e-14  1.0000000000009115e+00  -3.0330855716063034e-14  2.5162701000022940e+00  1.7374973275732201e-13  9.6864743000088325e+00  2.4735328808303473e-12  4.9614748200045234e+01  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000 -1.2864865011525147e-14  1.2603703234948976e-01  4.5625358948058368e-14  1.3312745218631641e-01  -1.3887926441481398e-14  -1.3618541752515789e-02  8.9374977583056149e-16  5.0257574856785387e-04 
-1.8830166008661985e-13  1.0000000000009603e+00  -4.1739290199986050e-13  1.8697081300017957e+00  -9.2518031755381210e-13  4.9834778800047861e+00  -2.0504922308530405e-12  1.7184083860016507e+01  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000 -2.1972128995248599e-13  -1.9778805370423749e+00  3.7492935111080201e-13  1.4616816928417851e+00  -1.0910761620456862e-13  -2.9038773827556830e-01  8.4825798491650885e-15  1.9690704344065783e-02  
-2.3811608977023081e-14  1.0000000000008742e+00  -1.1547621101035711e-13  2.2146833900019351e+00  -7.9843797390120084e-13  7.2382195400063267e+00  -6.4716362660348832e-12  3.1001358850027081e+01  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000 -3.4838928567946149e-14  -4.5964656679238208e-01  6.5758929732436423e-14  4.3179957139118536e-01  -2.6295634708236534e-14  -6.1095608095971164e-02  2.8201580019194335e-15  3.0137240471228028e-03
-1.8759946408614083e-16  1.0000000000000029e+00  -6.4800000000000069e-01  2.3995000000000064e+00  -3.7152000000000047e+00  1.0186804000000008e+01  -2.2780245600000008e+01  6.2206467129999879e+01  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  -9.5542124388679861e-01  -1.3445346329915580e+00  4.1490462988572818e-01  9.1098655456398314e-01  1.1797206231255111e-01  -6.6182164913518221e-02  -7.0050144134166208e-03  1.7512663830161232e-03
2.7850009511239907e-04  9.9882599916081449e-01  -4.0527952632120168e-01  1.7595263726531341e+00  -1.8573330608724354e+00  4.8268406889566249e+00  -8.1113269830446093e+00  1.8692181597955017e+01  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000 1.6706800402793959e-01  -1.3351332143175694e+00  -9.8459670550488865e-01  -9.8543017684658496e-01  -3.1080369500504129e-01  8.5676563379048276e-01  6.0446867110658109e-01  1.0718171039373497e-01
5.4176850780509114e-04  9.9900214476518223e-01  -2.1385750632245232e-01  1.3895767403582404e+00  -8.4893154979251517e-01  2.5810402565853106e+00  -2.7989433451231167e+00  6.2689212153808258e+00  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  0.00000000000000000000  0.000000000000000000000  0.00000000000000000000  0.000000000000000000000   0.00000000000000000000  1.9233059343942576e+00  -4.8466228710764661e+00  -4.6623271851992705e+00  1.1875909401760083e+00  2.0925653455984046e+00  7.6802612269335957e-01  1.7019630501871591e-01  2.8180480265831677e-02
-4.5961476438623845e-17  1.0000000000000002e+00  -1.1570325058109041e+00  7.2962154509955113e+00  -3.3847326383455616e+01  2.1976183071258507e+02  -1.4865363854113532e+03  1.0795364676925974e+04  -8.1134813014696731e+04  6.2766986203695403e+05  -4.9612033126050634e+06  3.9923291922721446e+07  -3.2615740920954281e+08  2.6998529039986272e+09  -2.2609963691570602e+10  1.9132910253520868e+11  -1.6343741960120940e+12  1.4081497693955225e+13  -1.2228210861574206e+14  1.0696071239010965e+15  -3.4258478110438206e-01  6.1109455050534811e-01  1.2546854856318124e-01  7.3132814382611362e-03  5.1295026686583857e-07  -2.8857834590392692e-07  -3.1932030864467559e-08  1.0651774964157976e-12  
3.1492072474920761e-15  1.0000000000000009e+00  2.5241889341026327e+00  8.6506474825566251e+00  2.8392175558815318e+01  9.5601588353372392e+01  3.2429902830148933e+02  1.1112514694438551e+03  3.8396339239387848e+03  1.3372369666888391e+04  4.6915051068450106e+04  1.6573654471139295e+05  5.8933196015837323e+05  2.1086006592649403e+06  7.5891653954106607e+06  2.7469170411119811e+07  9.9964690614716291e+07  3.6568279373644572e+08  1.3444189851356027e+09  4.9666022491916895e+09  2.8326796722706677e+00  2.5166942460301658e+00  -2.0952787414070690e+00  3.4157764455588946e-01  2.2957671874635976e-04  -4.2708232352513028e-05  2.5032151575472081e-06  3.3607102119964996e-10  
-7.2361935768314286e-17  1.0000000000000004e+00  -2.1426059407006653e-01  3.1238917556083998e+00  -2.2623541912258873e+00  1.7481988912328330e+01  -2.6237275581950776e+01  1.5111682850775739e+02  -3.6872145847047506e+02  1.8782072302985146e+03  -6.3806090505554239e+03  3.1915425611302479e+04  -1.3630709897258913e+05  7.1236602675983671e+05  -3.5916476056385948e+06  2.0260568402410701e+07  -1.1630248574719919e+08  7.1727296968653214e+08  -4.5868072036757708e+09  3.0915511811325867e+10  -1.0432878416850837e-01  5.0702034059907808e-01  3.4970891038490971e-02  6.7500690675787031e-04  -3.4888052171373571e-07  -5.5055271789773119e-09  -3.9283596376788098e-11  2.1202829438849957e-15  
2.2739461311328852e-15  9.9999999999998368e-01  -7.9075703064432501e-01  4.4431902337276030e+00  -1.1327276839722922e+01  5.1075189950305102e+01  -2.0802024127920964e+02  1.0010274027928183e+03  -4.9341037078485879e+03  2.5950307349134160e+04  -1.4118377095280730e+05  7.9662137126458040e+05  -4.6214474561649840e+06  2.7503747710009061e+07  -1.6731302770726833e+08  1.0381886595253377e+09  -6.5576110992727833e+09  4.2098293589302582e+10  -2.7431085284671585e+11  1.8121362351258218e+12  -3.4860110164200392e-01  5.6151709289526230e-01  1.2673078086959119e-01  9.9976427116598710e-03  1.4163064208721291e-06  1.9203086362325670e-08  3.9851495723934016e-09  1.1323577542195748e-13  
-1.5666827861016797e-16  1.0000000000000031e+00  2.6384315804163438e-01  2.4922181987410532e+00  1.6820909405367337e+00  9.2279889101271095e+00  1.0332799445110634e+01  4.3943660717398345e+01  6.7616504408508462e+01  2.5078643387329433e+02  4.7765105787217669e+02  1.6437768946533292e+03  3.6342222622518952e+03  1.2028720790143419e+04  2.9615983379036672e+04  9.6343382380111783e+04  2.5695722831361776e+05  8.3254489069919439e+05  2.3604981930453465e+06  7.6793865331406202e+06  2.5439849954922195e-01  2.2398709696586011e-01  -1.0716781766150228e-01  6.3936196082114732e-02  -2.4410621080937387e-05  -5.4183365502038682e-06  -1.9647144839615156e-07  1.1120680229590224e-11  
-3.6485479576031764e-15  9.9999999999999811e-01  -2.9469902470016072e+00  1.0345509388284048e+01  -3.5575947494686673e+01  1.2342902197951648e+02  -4.2984550223345252e+02  1.5035835336919220e+03  -5.2810950545636770e+03  1.8623030149052756e+04  -6.5924289317685805e+04  2.3423726734601398e+05  -8.3528000878490286e+05  2.9890115190058616e+06  -1.0732464982755369e+07  3.8664069315454982e+07  -1.3973787782296848e+08  5.0662171917125416e+08  -1.8423967769111898e+09  6.7201768983957386e+09  -5.2627782228223001e+00  5.7425411404309230e+00  4.6995223771846115e+00  8.0937260322779581e-01  7.4738326068919652e-03  -2.9575443059985250e-03  -3.6168185814797025e-04  1.0167712935603489e-07  
8.6379726899496286e-17  9.9999999999999978e-01  -2.2602561158754822e-01  2.8930080264991034e+00  -1.9421220744544150e+00  1.3736190203617227e+01  -1.7008187540276843e+01  9.0626974117089347e+01  -1.6604432204299175e+02  7.6271038543228428e+02  -1.8175319141544742e+03  7.7498975855184008e+03  -2.2130567427287951e+04  9.1470712908627989e+04  -2.9672685756158712e+05  1.2194012135084553e+06  -4.3386060207963409e+06  1.7986485453534514e+07  -6.8578672698765710e+07  2.8908585030768180e+08  -1.4039548944932773e-01  4.4408048146634410e-01  5.0604924469595497e-02  1.2643113286310364e-02  -1.3672541982710511e-06  -1.8847392350697530e-06  9.5691796811640690e-08  2.7050603182626321e-12  
-3.7573541893411018e-17  1.0000000000000002e+00  2.1718480100867629e-01  3.1261846803270559e+00  2.2940228047509885e+00  1.7532287875871191e+01  2.6630715887643795e+01  1.5212242268897111e+02  3.7490321320716993e+02  1.9000432967927609e+03  6.5034468980624488e+03  3.2455202975881533e+04  1.3932305816164654e+05  7.2774600741995708e+05  3.6805354147379994e+06  2.0764040559155125e+07  1.1935786545479086e+08  7.3595870265322351e+08  4.7058805258943510e+09  3.1685784463708660e+10  1.0579679054173698e-01  5.0697630264523319e-01  -3.5477005083174223e-02  7.3288325125046979e-04  -1.5660312449738404e-07  -1.2567593115145763e-09  4.4177748433826209e-11  2.5377227959825152e-15  
1.9586412467792618e-17  1.0000000000000000e+00  -5.8897413024808942e-01  3.8412181285041358e+00  -7.6081016140734068e+00  3.5116626891185859e+01  -1.2425604279491702e+02  5.8413653094830295e+02  -2.7139029978751209e+03  1.4040239095142635e+04  -7.5249388978704286e+04  4.2585457208462479e+05  -2.4967964119377281e+06  1.5166629692564242e+07  -9.4821089638823107e+07  6.0866542087501276e+08  -3.9985059001534624e+09  2.6824881560162140e+10  -1.8340945960679538e+11  1.2760138425296418e+12  -2.7013303685318035e-01  5.3458503085990328e-01  9.5119383020585077e-02  6.4286619965067994e-03  -4.8350209253338952e-06  -3.0402400172083796e-07  -3.5234439878473222e-09  7.6068112022086386e-14  
1.3302943457679845e-16  1.0000000000000000e+00  -3.4505262937497583e-01  3.1802880957535273e+00  -3.4672840084045884e+00  1.8595703415806543e+01  -3.7857700030063199e+01  1.6770304393446276e+02  -4.9016075394479327e+02  2.0790099143924817e+03  -7.5212167288898781e+03  3.2572183205414010e+04  -1.3449734599799593e+05  6.0892183041969535e+05  -2.7488651108431346e+06  1.3078525327903740e+07  -6.3056447511600196e+07  3.1463944988634086e+08  -1.5983927246918173e+09  8.3288753447654724e+09  -1.8334670438543718e-01  4.9348938238033796e-01  6.4014594351209389e-02  6.2356183198693125e-03  -7.7593027712236383e-06  -1.5256188371715861e-06  7.9370860273266025e-09  9.2941975983012488e-13  
3.2504923133154585e-16  9.9999999999999745e-01  -1.0808588638613212e+00  5.5575069060582880e+00  -1.8016231298149357e+01  8.3657721868845059e+01  -3.8342965134101320e+02  1.9324417997230239e+03  -1.0057861370371165e+04  5.4525674783824841e+04  -3.0389070827640872e+05  1.7375614480716870e+06  -1.0148446312014908e+07  6.0412485716071375e+07  -3.6574991471682954e+08  2.2484719700500450e+09  -1.4016770569170418e+10  8.8508553283961853e+10  -5.6557238065351343e+11  3.6543139405446689e+12  -4.4044336882049845e-01  6.1369590462649337e-01  1.6724625415556627e-01  1.4151703709024428e-02  -4.9724202443875804e-06  -1.6598943376497856e-07  1.5050380570878446e-08  4.4482122356064446e-13  
-3.0595890842229978e-16  1.0000000000000007e+00  -6.8905024637885115e-01  3.4794496633649397e+00  -6.2986618067835050e+00  2.2837677965192142e+01  -6.1628657708675306e+01  2.1407581817098250e+02  -6.9192157157430972e+02  2.4750901280283929e+03  -8.8046570884116609e+03  3.2888240820342835e+04  -1.2439878664195472e+05  4.8445545970269572e+05  -1.9173439189855598e+06  7.7477319429197647e+06  -3.1801567341023412e+07  1.3271444651777561e+08  -5.6178550917944109e+08  2.4116790525396161e+09  -4.5532853716391836e-01  4.7318422439745206e-01  1.7983862382429505e-01  3.0572079216888263e-02  4.9450920467870372e-06  4.6413147084504332e-07  4.3603997959186482e-08  1.4032484247005705e-12  
