#q1           q2            q3            q4            q5            q6            q7            q8            q9            q10           q11           q12           q13           q14           q15           q16           q17           q18           q19           q20           lamb1         lamb2         lamb3         lamb4         
9.4024591404636202e-15  1.0000000000000002e+00  -4.8877841890200779e-02  2.3566264244655963e+00  -2.9621449906697456e-01  7.8837697882334536e+00  -1.7021320116693499e+00  3.2751017036841461e+01  -1.0278241041304346e+01  1.5897123394033360e+02  -6.6220235118667944e+01  8.7100520761366943e+02  -4.5493720907501148e+02  5.2688324058280277e+03  -3.3189270547629667e+03  3.4651497465101580e+04  -2.5590522769731055e+04  2.4498696073588752e+05  -2.0761364354860599e+05  1.8459944064056564e+06  -4.9729820503754837e-02  1.7162210980665055e-01  2.1138538744339685e-02  7.0000000000000007e-02  
9.7105866791371981e-15  1.0000000000000000e+00  -5.9305054324171012e-02  2.3583758678192468e+00  -3.5958484962509291e-01  7.9010396726345844e+00  -2.0677590202076859e+00  3.2891358096770098e+01  -1.2497553639109370e+01  1.6007914961135742e+02  -8.0607905180787725e+01  8.7988273697862553e+02  -5.5449116027091407e+02  5.3421140583118759e+03  -4.0510522455218820e+03  3.5277887606462442e+04  -3.1285475492022404e+04  2.5053831999469342e+05  -2.5425863125795612e+05  1.8969863113372461e+06  -6.0318902043233563e-02  1.7210837891213046e-01  2.5641439084669822e-02  7.0000000000000007e-02  
-9.5553258000273322e-15  9.9999999999999989e-01  4.8783969654644863e-02  2.3566122064712784e+00  2.9564441296632249e-01  7.8836294831440092e+00  1.6988462253642420e+00  3.2749877396674663e+01  1.0258323232494462e+01  1.5896224214231165e+02  6.6091314335945000e+01  8.7093320472302867e+02  4.5404678216648045e+02  5.2682384764057624e+03  3.3123921409917689e+03  3.4646424845348163e+04  2.5539803214540923e+04  2.4494204458632824e+05  2.0719921936520335e+05  1.8455822235578981e+06  4.9634444999480047e-02  1.7161815632072866e-01  -2.1097985500929523e-02  7.0000000000000007e-02  
9.8064707024077384e-15  1.0000000000000000e+00  -3.3411928206974660e-02  2.3546526318061947e+00  -2.0237305002342390e-01  7.8642998347537283e+00  -1.1619507184684741e+00  3.2592952012832413e+01  -7.0090936546547207e+00  1.5772487186235395e+02  -4.5101427549958018e+01  8.6103201953933240e+02  -3.0940091374759248e+02  5.1866336986966107e+03  -2.2535006107331251e+03  3.3950089541397771e+04  -1.7344139816255225e+04  2.3878236675045537e+05  -1.4043355961198977e+05  1.7891170485540153e+06  -3.4006975315580903e-02  1.7107304082858035e-01  1.4454105071180704e-02  7.0000000000000007e-02  
-7.9572102972651570e-15  1.0000000000000002e+00  8.1114190761152824e-02  2.3631251259655262e+00  4.9248230149925909e-01  7.9479840782329463e+00  2.8374861852353694e+00  3.3273494692432728e+01  1.7192568240586731e+01  1.6310212449975819e+02  1.1122274105698374e+02  9.0416314160596096e+02  7.6773784499197654e+02  5.5430820337168043e+03  5.6308848673105522e+03  3.7000817031835817e+04  4.3673472908324082e+04  2.6585725133470906e+05  3.5660000156094640e+05  2.0381899087619300e+06  8.2427157376636737e-02  1.7342662012051382e-01  -3.5046376929922109e-02  7.0000000000000007e-02  
9.2079911627505447e-16  9.9999999999999067e-01  -1.4183601944772639e-01  2.3841175729339246e+00  -8.6626670667268213e-01  8.1565596207968305e+00  -5.0338988806176426e+00  3.4982763199178990e+01  -3.0835232702052206e+01  1.7673349157176384e+02  -2.0209952919696349e+02  1.0146782021139503e+03  -1.4161010709073239e+03  6.4674729643679675e+03  -1.0561739006656277e+04  4.5018025004801282e+04  -8.3435787559864533e+04  3.3804105418622686e+05  -6.9490678743141284e+05  2.7125781163679678e+06  -1.4356563707036865e-01  1.7922137293280965e-01  6.1093240838577714e-02  7.0000000000000007e-02  
7.4876401958214246e-15  1.0000000000000000e+00  -8.0364018518379408e-03  2.3530214251807333e+00  -4.8653234479175779e-02  7.8482209375929584e+00  -2.7916159640737492e-01  3.2462540617843153e+01  -1.6825045843216393e+00  1.5669774121090217e+02  -1.0815201155188213e+01  8.5282402655523049e+02  -7.4104439623179786e+01  5.1190853939402105e+03  -5.3900298094371817e+02  3.3374654964220754e+04  -4.1422200477424240e+03  2.3370138661972509e+05  -3.3484001532757145e+04  1.7426314267914938e+06  -8.1820425302878124e-03  1.7061891929137843e-01  3.4774116829363265e-03  7.0000000000000007e-02  
8.0317120023602822e-15  1.0000000000000000e+00  -7.3580866688143648e-02  2.3613178763982363e+00  -4.4651547791816937e-01  7.9301096038404104e+00  -2.5707419474297728e+00  3.3127881052646742e+01  -1.5561599815287972e+01  1.6194914619742482e+02  -1.0055718927199607e+02  8.9489251923428208e+02  -6.9320566489269049e+02  5.4662566979233679e+03  -5.0767350267824841e+03  3.6341303475637265e+04  -3.9311375543286296e+04  2.5998487962727784e+05  -3.2041504892268090e+05  1.9839765346555635e+06  -7.4797322894367427e-02  1.7292530337848599e-01  3.1799988522351490e-02  7.0000000000000007e-02  
8.7935411530070174e-15  9.9999999999999989e-01  -6.1451818610720743e-02  2.3587779040527326e+00  -3.7264379830431316e-01  7.9050101531808927e+00  -2.1432064597851825e+00  3.2923641801550502e+01  -1.2956295180328164e+01  1.6033418562309484e+02  -8.3587973294554430e+01  8.8192791075794730e+02  -5.7515963764032176e+02  5.3590114789109812e+03  -4.2034450549228168e+03  3.5422464225645133e+04  -3.2474254590426623e+04  2.5182100177847091e+05  -2.6402514498115017e+05  1.9087820058618744e+06  -6.2497633531162347e-02  1.7222007569379744e-01  2.6568047580723824e-02  7.0000000000000007e-02  
9.3270484644685873e-15  1.0000000000000002e+00  -5.3881993587675883e-02  2.3574239208644556e+00  -3.2661501555820038e-01  7.8916408789302581e+00  -1.8774360703185664e+00  3.2814964270460919e+01  -1.1341563005638310e+01  1.5947590974947263e+02  -7.3107861554940925e+01  8.7504766735527892e+02  -5.0254919689061268e+02  5.3021886474816783e+03  -3.6686892473536473e+03  3.4936492126040233e+04  -2.8307981711733599e+04  2.4751150988759293e+05  -2.2984280767996758e+05  1.8691716660177324e+06  -5.4812960605024157e-02  1.7184382456754210e-01  2.3299972936527087e-02  7.0000000000000007e-02  
