#q1           q2            q3            q4            q5            q6            q7            q8            q9            q10           q11           q12           q13           q14           q15           q16           q17           q18           q19           q20           lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-1.4840781274154357e-16  9.9999999999999978e-01  1.3668899363977383e+00  5.1755375883565904e+00  1.4481674178028690e+01  4.9577038781040137e+01  1.6651246558618811e+02  5.9144997774831063e+02  2.1348402922775954e+03  7.9118543105273729e+03  2.9839518365011732e+04  1.1457397627676358e+05  4.4660661458755936e+05  1.7657333321029446e+06  7.0711866706706937e+06  2.8658511291101694e+07  1.1744462868930447e+08  4.8633210912162143e+08  2.0336693159601638e+09  8.5830366550233421e+09  9.3835323489147637e-01  6.9782639953682057e-01  -4.3767633739614292e-01  6.4899981699866466e-02  7.6298778563687805e-04  9.9999999999999995e-07  
-8.6198077700739698e-17  1.0000000000000000e+00  -5.5457494688469211e-01  3.4758412684265574e+00  -5.6963497019724940e+00  2.3874025981584751e+01  -6.4643980493644321e+01  2.5204109541324382e+02  -8.6959335010084953e+02  3.4786741135156544e+03  -1.3647370103646776e+04  5.7332127074405398e+04  -2.4346051564261876e+05  1.0742520292275245e+06  -4.8252659098793045e+06  2.2240891228480574e+07  -1.0437239875952774e+08  4.9959042368067014e+08  -2.4308426997193365e+09  1.2022531288877289e+10  -3.0650335716431926e-01  5.0656469624276801e-01  1.1264640523436206e-01  1.1947655778231757e-02  -2.8184245411957612e-04  9.9999999999999995e-07  
-8.8157702442559531e-17  9.9999999999999967e-01  -3.8811061147099890e-01  3.1585934729920671e+00  -3.7032693635366720e+00  1.8093409209510376e+01  -3.7733430944180419e+01  1.5549235488550997e+02  -4.4687669469361066e+02  1.7760152630539162e+03  -6.1395888788707834e+03  2.4856142332588133e+04  -9.6265516296208414e+04  4.0471165751571709e+05  -1.6922189972784959e+06  7.4182895332474317e+06  -3.2825062165120579e+07  1.4980033136682916e+08  -6.9336795463631403e+08  3.2827868733274217e+09  -2.2112748640821797e-01  4.7942985821136452e-01  7.9256854025237550e-02  1.0525581791644836e-02  -1.7760823780504788e-05  9.9999999999999995e-07  
4.4222861661262449e-17  9.9999999999999900e-01  1.9067946549425363e+00  1.4839880630389736e+01  1.0732045339552087e+02  8.9832180304276710e+02  7.7111748033230961e+03  6.7746875391385242e+04  6.0306851575560507e+05  5.4241018711370388e+06  4.9185018053498156e+07  4.4907228763163626e+08  4.1243682887481198e+09  3.8074844074133842e+10  3.5310511342050488e+11  3.2881130170007681e+12  3.0732068538563129e+13  2.8819779596424638e+14  2.7109113744288800e+15  2.5571391039527772e+16  3.4352067819491833e-01  6.7089342258087503e-01  -1.3209027260737238e-01  7.2848313032432468e-03  -5.1468081716430852e-05  9.9999999999999995e-07  
9.1497186152329033e-17  1.0000000000000004e+00  1.1459558472919038e+00  4.0894048716054856e+00  9.5125087973088931e+00  2.8912503109539095e+01  8.2497788048946049e+01  2.5455569664709597e+02  7.8805806859327686e+02  2.5218180900667503e+03  8.1852036390208577e+03  2.7105470876981824e+04  9.1063237491165157e+04  3.1057318895344506e+05  1.0729554198270368e+06  3.7532406165322587e+06  1.3278854480390470e+07  4.7489259560547844e+07  1.7155563650810552e+08  6.2569959304949963e+08  1.0206097520662802e+00  5.5604125136600280e-01  -4.9311265655669267e-01  9.0617475152205321e-02  2.1175032475579075e-03  9.9999999999999995e-07  
-1.3211026481008612e-16  1.0000000000000002e+00  5.7224319684980629e-01  3.3031208799761931e+00  5.1761446265794007e+00  2.0106561170349174e+01  4.9634007186592996e+01  1.7701991352854691e+02  5.4464306349287176e+02  1.9598976114633074e+03  6.7872725575565464e+03  2.5308076015488863e+04  9.4301214867316186e+04  3.6591292590696993e+05  1.4358741252653750e+06  5.7837903855768787e+06  2.3629623512737796e+07  9.8420317283538476e+07  4.1574003559917349e+08  1.7837466407591934e+09  3.6832938780685559e-01  4.6879587326350669e-01  -1.4189537407783973e-01  2.2445620990275385e-02  3.6016011112071359e-04  9.9999999999999995e-07  
-1.8410458936414536e-16  9.9999999999999978e-01  8.5578580947806837e-01  3.4793793391767185e+00  6.8110065169075371e+00  2.1408490647993890e+01  5.6444963199851415e+01  1.7440412011047070e+02  5.2201314986037357e+02  1.6649730308010182e+03  5.3393309043980207e+03  1.7691830894603383e+04  5.9438897725125498e+04  2.0400261720964796e+05  7.1047208078247926e+05  2.5150017095961720e+06  9.0242117419619430e+06  3.2822472802175857e+07  1.2084504453501697e+08  4.5020274334631068e+08  7.2418577959724817e-01  4.2037500630202729e-01  -3.2015217810661989e-01  7.1867460713813364e-02  -5.6232577889714927e-04  9.9999999999999995e-07  
-1.0969897908398204e-16  1.0000000000000007e+00  -8.6958229050209623e-01  3.5966420295759050e+00  -7.2827729888459514e+00  2.3471962404121982e+01  -6.4321420053821456e+01  2.0529795385074272e+02  -6.3948131139631641e+02  2.1169524666868401e+03  -7.0718147435756109e+03  2.4389969445675870e+04  -8.5446438533597364e+04  3.0579944062126684e+05  -1.1116269665459257e+06  4.1083862325753756e+06  -1.5400495922408385e+07  5.8536628871243998e+07  -2.2532515560417706e+08  8.7790925733680511e+08  -6.8985205844971131e-01  4.4392720426578131e-01  2.9871481655551535e-01  6.4499995980197025e-02  1.0066902538296775e-03  9.9999999999999995e-07  
0.0000000000000000e+00  1.0000000000000002e+00  -3.8138126061100264e-01  3.0834059657090593e+00  -3.4601012639927453e+00  1.6764062514095688e+01  -3.2943739429610993e+01  1.3324147890514340e+02  -3.5873282558149810e+02  1.3811992024229387e+03  -4.4691701370163591e+03  1.7326512728015001e+04  -6.2830679225402375e+04  2.5073515582634395e+05  -9.8164203475853009e+05  4.0595046242536493e+06  -1.6809846321403541e+07  7.2058215159369022e+07  -3.1183550231644702e+08  1.3826773701960878e+09  -2.3017104110694084e-01  4.6241450155413766e-01  8.3790448665540918e-02  1.3855722896780168e-02  -2.7432016649982571e-06  9.9999999999999995e-07  
0.0000000000000000e+00  9.9999999999999967e-01  2.3950339676722776e-02  2.6298189499366109e+00  1.8934880838716800e-01  1.0423411784035633e+01  1.4488684483425947e+00  5.3322960952935055e+01  1.1830864315675216e+01  3.2761656752694626e+02  1.0433282594577157e+02  2.3201376976329416e+03  9.9090097355523335e+02  1.8446098050903020e+04  1.0077698094700314e+04  1.6166167652776861e+05  1.0910900883504775e+05  1.5410799552340049e+06  1.2508455446270960e+06  1.5817884928281546e+07  1.3789946496976766e-02  3.6039930569648249e-01  -3.3871819152259518e-03  2.6601359738212843e-02  -4.6984095621256916e-04  9.9999999999999995e-07  
