#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
1.1152205057742985e-13  9.9999999999977829e-01  -2.7001671273785705e-01  1.8540766602616219e+00  -1.1079377313556056e+00  5.2568761114994054e+00  -5.8331192490526163e-01  -7.9755931300518457e-01  3.4027362753337043e-01  4.0043988576677025e-01  -3.3434561478103892e-03  -3.9179757084845755e-03  
4.3401386629168683e-05  1.0001131907208514e+00  -2.4976835076260628e-01  1.6202264906562318e+00  -9.8068376179340211e-01  3.3706499812202582e+00  3.7811221491519595e-02  -1.6834175980100876e+00  -8.1247177186053876e-01  5.2426353220983013e-01  4.5378061765436634e-01  1.2785858436007497e-01  
2.3049978587738272e-14  1.0000000000000531e+00  -2.0484905119876676e-01  1.9560918713605622e+00  -6.2410043773070978e-01  6.2463295364241782e+00  -6.0671942603753548e-01  -3.7820434017354754e-01  4.7882527484490695e-01  2.1697876776536718e-01  -6.5130561660905389e-02  3.9945516123858354e-03  
1.1579929218934176e-14  1.0000000000000064e+00  -2.3027626616400734e-01  1.9326678696191095e+00  -1.2051060014532435e+00  4.1992425813912462e+00  8.4123253522400727e+00  1.6702853527505564e+01  -1.8105306252372205e+01  -1.9209953524634148e+01  7.3024279381344019e+00  5.8579399182311542e+00  
-4.2032286346656742e-15  1.0000000000000104e+00  -3.3108867193667413e-01  2.1626623014626323e+00  -1.0331468266190016e+00  5.7114833765183111e+00  -1.6476063181501801e+00  1.7722775351856450e+00  1.4868561829774891e+00  -1.1784607101164681e+00  -2.7561125150113452e-01  2.2478119651009582e-01  
-2.8771177126606751e-14  1.0000000000000240e+00  -3.5475291427849853e-01  1.8763643839908843e+00  -1.7093843740392400e+00  5.3732879054283975e+00  -3.0330290392771631e-01  -1.3681380788385167e+00  -2.4784236611773880e-01  6.3303757430000718e-01  2.3088123905638705e-01  2.1544693052227830e-02  
1.6399047985638291e-14  1.0000000000000198e+00  -3.0507025511286162e-01  1.9297239116821834e+00  -1.2287434752186779e+00  4.1926113005747743e+00  1.0920145359859261e+00  7.8211916076697161e+00  -4.1246847192372194e+00  -8.0755824573858614e+00  1.8219207709637089e+00  2.1907828458436422e+00  
-8.3541549619755628e-14  1.0000000000001250e+00  -1.9981753981797151e-01  1.5831205501873826e+00  -1.3101330952535808e+00  3.7705765915076901e+00  2.6907065377687829e+01  -1.8787863743479296e+01  -5.2618589754192037e+01  -1.9778064279907770e+00  2.4144632099569979e+01  7.8556158740965563e+00  
1.0269714293548774e-14  1.0000000000000049e+00  -3.8990161978541754e-01  2.2900416634390730e+00  -9.8793379079810095e-01  5.7009762936157991e+00  -7.9278947455007867e+00  1.3546955560725157e+01  7.1806197447382818e+00  -1.1007879053341508e+01  -1.5456136832970986e+00  2.2073552991987735e+00  
-1.3161962848507568e-16  1.0000000000000060e+00  -2.4521113953653093e-01  2.0640013736648468e+00  -7.5900784721929537e-01  4.5616025104449873e+00  -2.3820461838977209e+00  1.0806212554176858e+01  1.5037490930746564e+00  -9.7187509592750665e+00  -1.6066144981238600e-01  2.1966742190303119e+00  
2.1483927044997301e-13  9.9999999999974798e-01  -3.6353107578619404e-01  1.5752016656124279e+00  -6.6884120503866640e-01  5.0731506135979698e+00  -2.3500421344829219e+00  -2.1730654308769548e+00  2.3389375494911628e+00  8.5420992131988105e-01  -4.1601267996598723e-01  3.6910548747543452e-02  
5.5555902617378181e-14  1.0000000000000215e+00  -2.8047962818530481e-01  2.3056498180042087e+00  -1.2939296340912503e+00  5.6116174013113529e+00  7.2586962106874597e-01  2.5443086417647319e+01  -6.9511036981815808e+00  -2.1904526539361331e+01  2.9175611249945606e+00  4.9052157016913878e+00  
