#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
1.7589721687314567e-15  1.0000000000000560e+00  -2.3300661728802691e-01  2.2977812196490777e+00  -1.0277062070465413e+00  5.4489396576488769e+00  -7.4549872460253530e-01  4.3939539835444570e+01  -7.5935547680994606e+00  -3.8026278266070818e+01  3.4807296110680124e+00  8.4176311182889485e+00  
-1.1306353564903665e-15  9.9999999999997113e-01  -3.0309835575284738e-01  1.6720599320085381e+00  -6.8798273112855202e-01  3.9620846852192186e+00  -1.9754705967316468e+00  -1.1556621002320850e+00  2.0468656252349939e+00  3.4916756797187432e-01  -4.1854243030539640e-01  5.8784827791990069e-02  
-1.3506226751197543e-14  1.0000000000000151e+00  -1.5912499032799790e-01  1.7618154031245523e+00  -1.2458767875711663e+00  5.1734236563473903e+00  1.0039475775206115e+00  -1.9577215774038672e+00  -1.8061968700256872e+00  6.8418022045543414e-01  6.3827361778197034e-01  1.0333789924506287e-01  
1.2128991463410332e-14  1.0000000000000027e+00  -3.6092001235899968e-01  2.1790005198572926e+00  -1.0624814452642792e+00  5.5713981620480260e+00  -2.3437050093721963e+00  3.3247715925079051e+00  2.1643112850636017e+00  -2.4219795673201592e+00  -4.3013386100164719e-01  4.6424071793401789e-01  
-4.0603366057778587e-13  1.0000000000003673e+00  -1.9387760242475433e-01  1.4700770409592492e+00  -1.2885086245121726e+00  6.0750795170219298e+00  1.6515069344577649e-01  -4.3637665015886489e+00  -1.1735509771979786e+00  1.9211930753796596e+00  7.2990574042470513e-01  6.7219946932297714e-02  
9.0987226494031178e-15  1.0000000000000016e+00  -2.3841316631237602e-01  2.0505758462909012e+00  -1.0806616423667736e+00  4.8665871344768528e+00  5.3437356165772087e-01  4.3637439549074131e+00  -1.7357647233792455e+00  -3.8530843779682296e+00  6.6549264610875580e-01  8.9833843138571212e-01  
7.4506071137720747e-14  9.9999999999990974e-01  -2.3482037417041671e-01  1.9692367694287816e+00  -7.1110670436605594e-01  5.6302816813026473e+00  -8.2032864089541624e-01  -3.0696415531001486e-01  6.9279784692063728e-01  1.7460192681918396e-01  -1.0665915264600084e-01  1.0284184384124637e-02  
2.3449310297654286e-14  9.9999999999999323e-01  -1.9364545963482110e-01  1.6956230737165832e+00  -1.3183953619597919e+00  5.4608796992796353e+00  4.6934429664746657e-01  -2.2833706453297395e+00  -1.1880264064923729e+00  9.1418926059887062e-01  5.0579411711890065e-01  6.1353820789875113e-02  
7.4893045859959636e-14  1.0000000000000879e+00  -2.6460507768730573e-01  1.7351302122761736e+00  -1.8528062858286991e+00  5.8692719546326160e+00  1.8488131907360863e+00  -4.5806638527965138e+00  -4.0218651991021162e+00  1.7614523457281370e+00  1.8120967730506168e+00  3.2742943992351037e-01  
-3.3910918190538153e-14  9.9999999999996025e-01  -2.3027414813853281e-01  1.7334556149369413e+00  -9.3233540423375416e-01  4.4891518811408835e+00  -5.6231723418912383e-01  -1.1463133754730523e+00  3.3434838723136751e-01  5.2663661532588868e-01  2.2225983649029647e-03  -4.5949261391069075e-03  
2.8750523357888400e-14  1.0000000000000850e+00  -3.9576681901727895e-01  1.8182421626508041e+00  -1.4874661880417268e+00  5.2864877634585863e+00  -1.0308459700384818e+00  -1.1511392764630255e+00  6.5051877869850039e-01  5.7683345305150091e-01  -6.4038010712473680e-03  -5.6472825977687355e-03  
2.0854734241336364e-15  9.9999999999998102e-01  -2.6525047829166182e-01  1.7408366084725171e+00  -1.3242947324092236e+00  4.4560702103861942e+00  2.6260807672045527e-01  -1.8869441070760371e+00  -1.0145804068047459e+00  7.5962212618691494e-01  4.7413173222685023e-01  6.7940025914911689e-02  
8.0124884000454302e-16  1.0000000000000013e+00  -3.6147803969905717e-01  1.9124614107148004e+00  -1.3194754950877419e+00  4.3202289196697841e+00  -6.6923709014146571e-01  2.8236939174553020e+00  -3.3578277865177542e-01  -2.7650007425307717e+00  3.4557519349545007e-01  7.1061808244453073e-01  
-1.4777653896875693e-15  9.9999999999998301e-01  -3.5418440614417418e-01  1.9741183771672892e+00  -1.2978403581342137e+00  4.2281734310366215e+00  -5.4769357335258639e-01  1.5387997934611391e+01  -4.2002266080333168e+00  -1.5432851706981857e+01  2.3076022145629125e+00  4.0443248364819109e+00  
2.0930215189090976e-15  1.0000000000000140e+00  -1.9885872240692842e-01  1.8328090223510451e+00  -1.4142107141160458e+00  5.7763298056083006e+00  5.1037107154867800e-01  -1.5703548977215387e+00  -1.0846349517004539e+00  6.0842160752262542e-01  4.0237377033662541e-01  5.4197230627415757e-02  
-1.4861620489932855e-14  1.0000000000000051e+00  -2.5133642640323328e-01  2.3797793946415813e+00  -9.6538380359315124e-01  6.0728764449731587e+00  -1.3233569831844285e+00  1.0493504649550831e+01  1.5321241066174479e-01  -8.0669139194195036e+00  1.6186409411883018e-01  1.5835362855478445e+00  
-1.0070202753627782e-14  1.0000000000000837e+00  -1.9179902067027010e-01  1.5002741609312056e+00  -1.3549017026796626e+00  5.9811486537495142e+00  4.1082746366466094e-01  -4.4351314606626273e+00  -1.5482557455432318e+00  1.9256818397348290e+00  8.5936155468424369e-01  9.0421607535367182e-02  
9.3248711718558901e-15  9.9999999999996048e-01  -2.0169766516892870e-01  1.7536375319614965e+00  -1.1702215752190912e+00  5.4201532861759381e+00  4.2942742732882171e-02  -1.4374716758400830e+00  -4.6214697667319438e-01  6.0808158252293532e-01  2.2510734628710832e-01  1.9895196176187520e-02  
4.4476844931050012e-15  9.9999999999999922e-01  -3.8091480101836805e-01  1.9757677194080328e+00  -1.3162571152330200e+00  4.2925142510017942e+00  -1.5257460699359573e+00  1.0341989962501453e+01  -1.0775873218241339e+00  -1.0006809783524282e+01  9.3483834732484961e-01  2.4974321397084109e+00  
6.0175928807757799e-16  1.0000000000000013e+00  -2.7203143852231271e-01  2.2509306507755440e+00  -1.0597875197159432e+00  5.3734587965982623e+00  -1.3194535208261662e+00  1.4434293421692884e+01  -9.9345558479504725e-01  -1.2180076392649999e+01  6.8749976044748717e-01  2.6249296265915483e+00  
-1.1261679365326905e-13  9.9999999999995426e-01  -2.2708310788347880e-01  1.7668773891582237e+00  -8.5683080865442407e-01  5.5294518271133102e+00  -5.4814333770440582e-01  -1.0479423644871579e+00  3.3194592495713993e-01  4.8833636289832522e-01  -3.2659355142980327e-03  -4.7729079209697699e-03  
-1.0885374884429349e-14  1.0000000000000064e+00  -2.5567996125907994e-01  1.8756596988267302e+00  -1.1253172102959033e+00  4.1104700324797854e+00  1.4444500490098999e+00  4.3614119250437753e+00  -3.6818295201982338e+00  -4.7775388363765448e+00  1.4851568201562415e+00  1.3645469846986562e+00  
1.1271148075430679e-15  9.9999999999999412e-01  -3.7754440912586013e-01  1.9683758278605310e+00  -1.7675352602979653e+00  5.1399879855380757e+00  6.0477767117987014e-01  3.3700312291294821e-01  -1.9450327338749638e+00  -8.1275891671705924e-01  8.1702067874281847e-01  3.8076643359927376e-01  
4.8864272318915888e-15  9.9999999999999423e-01  -3.6402594378662223e-01  1.7229865304295988e+00  -1.2660367897055216e+00  3.4256028979896151e+00  9.5573226099536968e-01  5.7402833505171529e+00  -4.7506530821975188e+00  -7.4161726681605007e+00  2.4853541842719000e+00  2.4898761633782627e+00  
7.9901639298287021e-14  1.0000000000003633e+00  -1.5183911053318977e-01  1.3856645797024749e+00  -1.2698469192282980e+00  5.0028459061792914e+00  2.6371762184582268e+00  -1.1092015865899247e+01  -6.1761187929765367e+00  4.9010022744187500e+00  3.2244223664616181e+00  4.5569847812653907e-01  
-2.2883582616174067e-14  1.0000000000000437e+00  -2.2193567455249000e-01  1.9171005198844924e+00  -1.5477347219254380e+00  4.9655945532596801e+00  5.6899242598749407e+00  1.2523387166936928e+00  -1.0535996285696051e+01  -3.4986472999562430e+00  3.9756561397535353e+00  1.6471918650160644e+00  
-1.7274527829201337e-14  9.9999999999998024e-01  -2.1631900244520721e-01  2.0969134431683289e+00  -1.4360841984132771e+00  6.1890674202725959e+00  5.5277534476529722e-01  2.3860673184772873e-04  -1.0161786094367424e+00  -1.3378066168362779e-01  3.0836238431518448e-01  9.9001026508386117e-02  
-9.6962892462418475e-15  9.9999999999999678e-01  -2.5149611892160512e-01  1.5341160713194328e+00  -1.4134591688532605e+00  4.1876982886042082e+00  2.5831498358870193e+00  -7.1941709337629920e+00  -6.1031513940683020e+00  2.8812401309045668e+00  3.0834996343684882e+00  5.9280624525194447e-01  
1.1022858183421076e-14  9.9999999999998479e-01  -1.7074317134832731e-01  1.8121310782453153e+00  -7.4197641167390993e-01  4.5078553931883603e+00  -2.9931128072528435e-01  -8.1108317588975298e-01  1.2554696134607102e-01  3.8682123244199729e-01  1.9815540224234762e-02  -1.6755866285796468e-03  
9.9836479219379425e-15  9.9999999999999190e-01  -2.6790280087003293e-01  1.8211515519375359e+00  -6.9180008701189655e-01  3.5555771644966483e+00  -4.5168521446801062e+00  1.1764366815845221e+01  4.1584759100339657e+00  -1.2310307170701469e+01  -8.8174374376809672e-01  3.1611959334550193e+00  
