#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-2.2383476476106849e-14  9.9999999999993539e-01  -2.5032690762809051e-01  2.0416680893213757e+00  -1.0166779390427469e+00  5.6483818695282206e+00  -6.1127445495483479e-01  -2.0183602047562127e-01  4.4392147758453093e-01  1.6682509051703728e-01  -5.2296823714833886e-02  3.2102858722215331e-03  
1.5174861350448645e-14  9.9999999999999556e-01  -3.0291769590852585e-01  1.8892302611171590e+00  -1.7512449556932363e+00  5.2657073055320005e+00  1.8213237863869649e+00  -1.3246438793375193e+00  -3.7429604086672801e+00  -6.5855643735412139e-02  1.4655094377195186e+00  4.2975729862147755e-01  
-1.2881577578921864e-16  9.9999999999999534e-01  -2.2043633221736783e-01  1.8695972394739677e+00  -6.6023112409636364e-01  3.8902682111821405e+00  -1.4497897424543074e+00  5.3327555430154696e+00  1.0858600967819803e+00  -5.1907713130211519e+00  -1.4966141111913178e-01  1.2585734295650097e+00  
-5.8014195750144610e-15  1.0000000000000009e+00  -3.4057911548775993e-01  2.1685925943921207e+00  -1.7616488888163959e+00  5.8014125807428583e+00  1.3389621615706633e+00  3.3071942727024779e+00  -3.1662563271046604e+00  -3.0034755739736578e+00  1.1375980903356862e+00  7.8210925199231873e-01  
-7.4319159150278872e-15  1.0000000000000120e+00  -3.4378928545098281e-01  2.3584550862061633e+00  -1.2989615101744536e+00  6.2264775029506287e+00  -1.4198579042106618e+00  6.2961665249105074e+00  5.9306762197680452e-01  -4.5754222990691513e+00  6.0097767036855999e-03  8.6250163464808050e-01  
-5.3182121617483821e-15  1.0000000000000233e+00  -1.9151199433399346e-01  1.6888400232779772e+00  -7.5057566987367030e-01  4.2245346249183493e+00  -5.0167933150558475e-01  -1.2656958783261858e+00  3.1260545136677415e-01  5.6741027190948068e-01  -3.0650279069849681e-03  -5.5406782633382534e-03  
-8.1942704965426298e-15  9.9999999999997713e-01  -3.9475237692861853e-01  1.8875616220924449e+00  -8.8887304476373841e-01  4.4276228948918614e+00  -3.7166136882418837e+00  1.1877944225269617e+00  3.9936972758799998e+00  -1.3340273273347636e+00  -8.9818706980591767e-01  3.5513184772582318e-01  
-2.0435654480491119e-14  1.0000000000000018e+00  -3.7070987840930869e-01  2.3153570239121044e+00  -9.9122752679646675e-01  5.8492585875159540e+00  -5.4644027687094017e+00  1.0649721798238328e+01  4.8684421921441166e+00  -8.3590999180991190e+00  -1.0188508958443190e+00  1.6378865785651942e+00  
-1.0720191261196994e-04  9.9989481571538208e-01  -2.5515836270263015e-01  1.4041321154604103e+00  -1.0261371987595831e+00  2.7411497553855320e+00  3.8506403705150660e+00  -7.4691749363618651e+00  -9.4291294796188190e+00  2.1787959578186307e+00  4.9684273649663098e+00  1.3360329796971593e+00  
4.5690685964078854e-14  9.9999999999995004e-01  -3.0386332850067826e-01  1.9017742890699496e+00  -1.4291820983181556e+00  5.0812489337795901e+00  -3.1511690631916534e-01  -9.1110665050929851e-01  -5.9610977426244410e-02  4.4107518779280752e-01  1.1532680592211469e-01  7.7633720794361791e-03  
-5.9369979908857934e-15  1.0000000000000193e+00  -2.7038698423053437e-01  1.9487235199269968e+00  -1.8542031542992827e+00  5.8263111624155668e+00  2.4972054414550655e+00  -1.3566715542152554e+00  -4.6430011956442190e+00  -1.6720465629181902e-01  1.7148032226533485e+00  4.9054572338170666e-01  
-1.9276224419793352e-14  1.0000000000000109e+00  -2.7079009855732450e-01  1.8551042009016687e+00  -1.8487425125839172e+00  6.3339011981200048e+00  7.0474847738421298e-01  -2.2631440951895110e+00  -1.6548290371634304e+00  8.7813211909842248e-01  6.8865522243277844e-01  1.0608466801224262e-01  
-4.9000625700308276e-15  1.0000000000000002e+00  -2.8292304678604785e-01  2.1905158388282078e+00  -1.1508532782903826e+00  6.1411246242560660e+00  -7.2194859813939272e-01  7.7322449223115253e-01  5.0615110034079258e-01  -4.0030210083621987e-01  -6.2193854201591153e-02  8.2307096262990070e-02  
3.2130723905549810e-14  9.9999999999998102e-01  -3.1790448975166369e-01  1.9543557724239005e+00  -1.2978624048018428e+00  6.2441816329687807e+00  -6.2678078566248852e-01  -6.0332024536669104e-01  3.5456970216367700e-01  3.3743610067409430e-01  -3.4904124292369923e-03  -3.3073456252562155e-03  
-5.8466457157049600e-14  9.9999999999998890e-01  -3.4322649530705457e-01  1.4096300404004394e+00  -6.8236728435218519e-01  3.1050104580883859e+00  -3.4716647038829636e+00  -3.5340244904052023e+00  3.9388758567182127e+00  1.2945766745273812e+00  -8.7442209968616647e-01  9.8815920544568031e-02  
3.5804183890812712e-13  9.9999999999924249e-01  -2.4263157089616919e-01  1.3839761726415940e+00  -7.7422957363618816e-01  2.8328514383053016e+00  -7.0475676686801192e-01  -3.9486343004089957e+00  3.5194222367132849e-02  1.8036470013597627e+00  3.5132594403880546e-01  1.7538457686289102e-02  
1.0273140463231988e-15  1.0000000000000187e+00  -2.2288406988042958e-01  1.8734612707662386e+00  -9.4924675598043950e-01  4.8104394056487276e+00  -4.4861008040860434e-01  -6.7441728825997238e-01  2.5413481108726088e-01  3.4743078059277699e-01  -2.4863891656731812e-03  -3.3982916569432380e-03  
-1.6686709167436989e-15  1.0000000000000018e+00  -3.2371005200177166e-01  1.8737311960292151e+00  -1.0818024372263870e+00  4.2184448955381217e+00  -1.2713607566836851e+00  1.2131519876408685e+00  9.6278640220253209e-01  -1.2127633182649298e+00  -1.2307733785027419e-01  3.1340656573634929e-01  
6.0917252726874292e-15  1.0000000000000366e+00  -2.4822914496899309e-01  1.7597679082207502e+00  -1.1958683330783040e+00  3.5618628605706601e+00  2.6781456937823563e+01  3.0659231934432341e+01  -5.7770660753456184e+01  -4.5299379813654539e+01  2.5608160892620234e+01  1.7249680304249566e+01  
1.4834623585523912e-14  1.0000000000000056e+00  -2.0047067640020058e-01  2.1262004223902946e+00  -8.7738523389889189e-01  5.8511040103717455e+00  -3.9299563793030379e-01  4.2640314289477221e-01  2.2808623868507835e-01  -2.0960571442426335e-01  -1.4978977284604407e-02  5.7006645954857216e-02  
-5.2199701708603698e-15  1.0000000000000111e+00  -2.4604837705141946e-01  2.1140916305417292e+00  -1.1971628905586285e+00  5.3660740656480597e+00  4.2044647265622803e-01  2.8433940429515947e+00  -1.2776612362010069e+00  -2.3187625683798974e+00  4.6009476315809150e-01  5.1969901793175466e-01  
